id_mesure;id_troncon;troncon;horodatage_local;source;duree_trafic_s;duree_sans_trafic_s;vitesse_moyenne_kmh;aberrante
1;1;CARENA (Plateau) → Pharmacie Palm Beach;2026-06-18 19:19:04;google;1946;1548;21,8;non
